从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
犹太教认为哪一本经典仅次于希伯来圣经?|塔木德
只剩下一面西墙又俗称哭墙，为何处的圣殿被拆，?|耶路撒冷
犹太教相信是由谁创天造地?|耶和华
犹太人期盼谁的到来，会影响个别的犹太人及整个族群和全人类?|弥赛亚
犹太男孩大概于几岁，会被送进地方性的会堂，并且以旧约为教科书来学习阅读和写作?|六岁
伊斯兰教的部分核心，结构以及理论，是来自于哪一教?|犹太教
资产阶级被定义为资本主义社会中拥有生产资料的阶级，此想法来自于哪个主义?|马克思主义
什么方式为资本家财富主要来源?|投资
海威市被评选为国家森林城市，是于西元几年?|2009年
威海市为当时甲午战争时，哪一支军队的重要基地?|北洋海军
烟台市的荣成、乳山与哪里为威海市代管于1988年?|文登
威海市的哪个地理座标为121度11∼122度42?|东经
多少平方公里为威海市占有的市区面积?|769平方公里
威海市的8月均温为多少度?|24.7度
彰化县于何时设立?|雍正元年
台中市政府三处办公处，其中丰原区的为哪里?|阳明市政大楼
头汴坑、软埤坑、抽藤坑、马力埔、食水嵙等都为台中设置的什么区域?|休闲农业区
台中彰化都会区为台湾第二个大型的什么?|都市圈
哪个节日为纪念诗人屈原?|诗人节
大里乡改名为大里市是于西元几年时更改?|1993年
台中高等农林学校演变成现今的哪所学校?|国立中兴大学
倾斜几度的棋盘状为台中车站周围街道?|45度
台中于2016年10月16日使用什么样类型的站并且取代以前使用的站?|高架新站
文中提及，以观光方式复驶的为什么线?|旧山线
iBike采用24小时营运以及什么样方式的管理系统?|无人自动化
多少公顷为台中港的水域面积?|973公顷
台中市于几年成为全球顶尖7大智慧城市之一?|2012年
有两座国家公园于台中，其一为太鲁阁，另一个则为什么?|雪霸
逢甲商圈、一中商圈、东海商圈、精明一街商圈、台中车站商圈等都是为台中的知名的商圈以及?|夜市
台中的哪一区占全市的46%?|和平区
台中中央部为盆地与丘陵，其中占最大面积的为哪种地形?|盆地
哪一条溪为大甲溪的上游?|南湖溪
太平洋上时常形成什么会对台湾造成危害?|台风
夏季的季风为什么?|西南季风
秋季是台中降雨最少的季节是由于什么原因?|位于背风坡
青森县的粮食自给率达123%，是因为它为什么行业的县?|农业
小选举区制是于西元几年进入日本?|1996年
什么时代开始青森种植苹果?|明治时期
青森县最大的工业城市位于哪里?|八户市
感觉抑扬顿挫的为哪一种方言?|津轻方言
三大睡魔祭于几月举行?|八月
有六位大相扑横纲都是青森县出身，因此青森县又称为什么?|相扑王国
JR北海道的海峡线是连接哪里以及北海道的陆路交通?|本州
出现大规模稻作文化是日本于什么时代时?|弥生时代
日本最初的世界自然遗产是白神山地以及哪里?|屋久岛
文中提及日本著名的清流为哪一条?|奥入濑溪
青森哪个时代的统治者为安藤氏?|镰仓时代
承认津轻为信对津轻地区的支配权的为谁?|丰臣秀吉
弘前县诞生几天后就移到青森并且改名青森县?|19天
青森弘前大学于西元几年成立?|1949年
日本经济增长速度减速，青森县的开发计划也因此被迫大幅变更，是由于什么事件后?|第一次石油危机
东部青森县的洪积台地是被什么覆盖?|火山灰
哪个火山带为八甲田火山?|那须火山带
青森县的津轻地方和南部地方为哪种地理方面?|人文地理
青森县的三大城市包括八户市、青森市以及哪?|弘前市
法兰克人以联邦者的身份定居于罗马帝国境内是于西元几世纪?|4世纪初
克洛维一世没收了死去或逃亡的地主土地，是于哪一民族扩散过程时做的?|法兰克人
克洛维过世后，土地由几个儿子瓜分?|四个
查理大帝占领了整个伦巴底王国于几年的时候?|774年
哪个地区为皇帝宫殿和查理统治下的法兰克王国的中心?|阿亨
决定三分法兰克帝国是于哪个条约提到?|凡尔登条约
被细分的帝国分别发展出不同的习俗、民风以及什么?|语言
加入神圣罗马帝国包括波希米亚以及哪一国?|伦巴第
至888年还被看作整个帝国的皇帝为谁?|查理三世
Yahoo!这个名称出自于哪本书?|格列佛游记
Yahoo! Axis于西元几年发布?|2012年
雅虎公司退出韩国业务为哪一年的年底?|2012年
Qwiki为哪个手机公司的应用程式?|苹果
BrightRoll为雅虎花多少钱收购?|6.4亿美元
14世纪有少量人在今纳米比亚一带定居，是由于谁自非洲中南部迁移?|班图人
西南非洲更名纳米比亚为西元几年联合国决议?|1968年
哪个宪法于1990年制定?|纳米比亚宪法
纳米比亚国家元首为什么样的方式产生?|人民直接选举
哪个产业为纳米比亚的经济的出口为主?|矿产
哪个产业还是现今纳米比亚约一半人口做的?|农业
哪本经典为新教的最高权威?|圣经
文中提及，新教的主教可以做什么?|结婚
以议会形式管理区会的制度，名为?|长老制
两大对立神学思想在英美世界的新教教会，包括阿米念主义以及哪一种主义?|加尔文主义
信义宗认为基督徒由于什么的原因，要顺服管辖他们的政府?|良心
维持良好的秩序及和平，平安无事的度日等，为信义宗认为这是哪一方面的责任?|国家
强调神权，不完全赞成民主，是由于加尔文认为很容易演变成什么情况?|暴民政治
美国的浸信会分裂成美南浸信会和美北浸礼会是由于美国南部长期支持种族隔离以及什么制度?|奴隶制
伦敦地铁为全球最怎么样的?|最古老
浸礼宗于西元几年传至中国?|1836年
有人视浸礼宗的起源于17世纪时，谁创立的施行浸礼小团体?|英国牧师史密斯
司布真曾提及:我们是路德和加尔文之前的改革者并且我们不是起源于哪个时期?|宗教改革
浸信会认为受浸者为怎么样的信徒?|得救
在北美第一个浸信教会于西元几年创立?|1639年
叔未士牧师建立首个教会于哪里?|皇后大道
哪个地区为第一个客语事工?|高雄美浓
胡适入中国新公学，兼任英文教员于西元几年?|1908年
胡适师从约翰杜威是于哪所大学研读期间的事情?|美国哥伦比亚大学
尝试集为中国新文学上第一部什么样的诗集?|白话诗集
索隐派的代表为谁?|蔡元培
胡适发现三卷及一份残卷，约两万字有关神会和尚的资料是于巴黎以及哪里?|伦敦
胡适一生推动什么样的文化?|白话文
红海位于阿拉伯半岛与哪里之间?|非洲东北部
华美协进社是在哪里发起?|美国
名誉法学博士学位是胡适于哪间大学所接受?|香港大学
胡适于哈佛大学讲学在西元几年的时候?|1944年
在南京举行成立大会，为哪一个单位的中国委员会?|联合国教科文组织
认为中华民国宪法为内阁制的为谁?|蒋中正
蒋介石于1949年派谁去探访胡适?|蒋经国
胡适宣称：不管局势如何艰难，我始终是坚定的用道义支持蒋总统的，是于解放军占领哪里?|南京
胡适思想批判论文汇编为哪个出版社发行?|三联书店
于新青年上发表文章拥护德先生和赛先生为谁?|陈独秀
谁为自由中国的负责人?|雷震
对红海开始发生兴趣是几世纪的欧洲人?|15世纪
红海的沿岸都为什么?|珊瑚礁
现任英国君主的父亲为谁?|乔治六世
詹姆斯六世于1603年继承英格兰王位，称为什么?|詹姆斯一世
英国以及其他领土开始独立，宣告帝国时代的终结是于什么战争之后?|第二次世界大战
国会、上议院和下议院提供建议和许可，为君主哪个权力?|立法权
君主必须任命获得谁为支持者的人为首相?|下议院
第一次悬浮国会最后是任命谁作为首相?|哈罗德威尔逊
瓦伦西亚海岸线有长长的海滩闪烁著白色的砂砾，又被称为什么?|白色海岸
瓦伦西亚为谁所建立?|罗马人
朱元璋于何时入皇觉寺?|1344年
朱元璋击败了陈友谅、张士诚后，建立大一统，并且把国号命名为?|大明
朱元璋时代无宰相之名，但有宰相之实的为哪个职位?|内阁
朱元璋以及谁为一介布衣而成天子者?|刘邦
朱元璋就派使臣持国书前往日本、安南、占城以及哪里等四国，宣告元朝已灭亡?|高丽
明朝与日本的建交关系于西元几年?|1371年
尔礼部回文书，声教自由，果能顺天意合人心，以妥东夷之民，不生边衅，以上是为谁透过礼部的回应?|朱元璋
罢免太仓黄渡市舶司于何时发生?|洪武三年
什么为朱元璋设立的重要教育机构单位?|国子监
于天灾或者是灾害方面，朱元璋不仅树立了朝廷的负责任形象，也增强了哪个单位的凝聚力?|政府
为了教化番荑，朱元璋利用什么东西?|宗教
有四十六妃陪葬为哪一个陵墓?|明孝陵
至正十七年哪里由朱元璋亲自攻取?|宁国
陈友谅率六十万水军进攻朱元璋根据地洪都，是由谁守住此处两个多月?|朱文正
汤和为征南将军是于至正几年?|二十七年
进攻福建时命何文辉为副将军，命谁为征南将军?|胡廷瑞
广西是于洪武几年所平定?|五年
共价键为两个或多个什么元素共同使用外层电子达到饱和状态?|非金属原子
由电子的复合而构成完整的轨域来解释，是于哪个学论中?|量子力学
文中提及，对于印刷厂来说是很大的挑战是由于印刷机从四台变成几台?|三台
中国时报持有中广与中影股份是于西元几年?|2006年
于西元几年后中国时报变得更为亲中?|2008年
自古以来世界各地许多人都以鱼肉为重要的什么来源?|营养
东京都为首都这件事并没被何者所规定?|宪法
什么粒子为现代粒子物理学的集中研究?|亚原子粒子
哪一个学论为粒子物理学研究时必须遵守的?|量子力学
与标准模型出现偏差的实验观测，是于最近发现什么的静质量不为零?|微中子
什么东西被英国物理学家查德威克所发现?|中子
文中提到，最大的困难为对多个物体计算时的困难，而其中需要用到哪个力学来计算?|量子色动力学
可以解释世界上的一切的一种最基础的物理理论名为什么?|还原论
一些批评者认为即使认识基本粒子所有特性，人们以此不能完全理解所有的自然的过程，此为什么理论?|混沌理论
由于价格昂贵，粒子物理学关系到哪方面的决策?|公共政策
科学家认为人口老化对于粒子物理学不利，因此逐渐转移到健康科学以及什么学论身上?|生物学
建造国际直线对撞机为整个实验哪个时期的目标?|中期
哪一国封建制，又并了六国?|秦
新界的哪里为大埔区?|东部
主要人口都在大埔区的哪里?|新市镇
香港的著名内港于大埔区的哪里?|吐露港
最古老的岩石于香港，名为什么?|黄竹角咀组
海军兵学校于几年创立?|1876年
加贺和赤城为什么要被改造成航空母舰?|华盛顿海军条约
当时于太平洋战争中，最先进的舰上战斗机之一名为什么?|零式战斗机
